Timestamp,ITB_VAV_A42_W3338_01_FLW_AV_TL,ITB_VAV_A42_W3338_01_RT_AV_TL,ITB_VAV_A42_W3338_01_CO2_TL
2024-03-24 08:30:00,754.190186,21.6780949,459.578857
2024-03-24 08:45:00,753.519165,21.9282475,439.618866
2024-03-24 09:00:00,769.40509,21.9907932,441.011292
2024-03-24 09:15:00,767.159668,22.0738297,463.050476
2024-03-24 09:30:00,747.361694,22.1784153,466.904877
2024-03-24 09:45:00,499.885101,22.3660374,453.718048
2024-03-24 10:00:00,235.889511,22.3660374,450.368103
2024-03-24 10:15:00,157.620529,22.3660374,444.926819
2024-03-24 10:30:00,156.356705,22.4285679,449.898773
2024-03-24 10:45:00,153.628845,22.3660374,453.044769
2024-03-24 11:00:00,155.261597,22.3660374,429.858521
2024-03-24 11:15:00,199.965042,22.3034916,465.286896
2024-03-24 11:30:00,281.686554,22.2409611,421.01413
2024-03-24 11:45:00,287.14386,22.2409611,455.671631
2024-03-24 12:00:00,345.382446,22.2409611,460.555634
2024-03-24 12:15:00,478.189301,22.3034916,442.911652
2024-03-24 12:30:00,620.757629,22.2409611,474.719269
2024-03-24 12:45:00,620.325439,22.1158695,480.580078
2024-03-24 13:00:00,611.73877,22.1784153,500.604492
2024-03-24 13:15:00,742.786743,22.3034916,507.930511
2024-03-24 13:30:00,725.596252,22.1158695,504.023315
2024-03-24 13:45:00,715.441956,21.7406406,451.764435
2024-03-24 14:00:00,614.512512,21.8031712,471.788879
2024-03-24 14:15:00,584.952637,21.9282475,553.477966
2024-03-24 14:30:00,584.765869,21.9282475,514.731201
2024-03-24 14:45:00,584.104614,21.8657169,518.417664
2024-03-24 15:00:00,589.239258,21.8031712,517.698547
2024-03-24 15:15:00,482.242859,21.8031712,526.015381
2024-03-24 15:30:00,407.285645,21.6780949,481.556885
2024-03-24 15:45:00,381.958527,21.8031712,431.740051
2024-03-24 16:00:00,385.110901,21.8657169,400.970795
2024-03-24 16:15:00,373.703827,21.9282475,394.426208
2024-03-24 16:30:00,194.729813,21.6155491,388.760773
2024-03-24 16:45:00,166.853409,21.5530186,392.51059
2024-03-24 17:00:00,155.168579,21.6155491,414.645996
2024-03-24 17:15:00,164.423157,21.6780949,436.624054
2024-03-24 17:30:00,157.621078,21.7406406,445.872253
2024-03-24 17:45:00,159.865906,21.8657169,421.972046
2024-03-24 18:00:00,165.380951,21.9282475,453.762939
2024-03-24 18:15:00,82.7790604,22.4911137,471.732574
2024-03-24 18:30:00,82.7790604,22.6787205,505.976898
2024-03-24 18:45:00,83.7017975,22.7412815,526.938477
2024-03-24 19:00:00,83.8958206,22.803812,544.560547
2024-03-24 19:15:00,88.646492,22.61619,497.674072
2024-03-24 19:30:00,90.3888092,22.5536594,470.812073
2024-03-24 19:45:00,90.3888092,22.4911137,452.741241
2024-03-24 20:00:00,88.6220856,22.61619,529.908569
2024-03-24 20:15:00,90.3888092,22.61619,479.86554
2024-03-24 20:30:00,89.7355499,22.61619,481.556885
2024-03-24 20:45:00,90.3888092,22.61619,485.029388
2024-03-24 21:00:00,90.3888092,22.6787205,499.627686
2024-03-24 21:15:00,90.3888092,22.6787205,515.744934
2024-03-24 21:30:00,90.3888092,22.7412815,524.783142
2024-03-24 21:45:00,89.4306793,22.5536594,504.102142
2024-03-24 22:00:00,85.7871399,22.4911137,529.908569
2024-03-24 22:15:00,90.3888092,22.5536594,496.719421
2024-03-24 22:30:00,90.047142,22.6787205,486.92926
2024-03-24 22:45:00,89.3448792,22.7412815,483.998871
2024-03-24 23:00:00,85.8024826,22.6787205,497.674072
2024-03-24 23:15:00,90.1400604,22.7412815,512.814575
2024-03-24 23:30:00,90.3888092,22.7412815,511.837708
2024-03-24 23:45:00,85.374176,22.7412815,526.001343
2024-03-25 00:00:00,89.281105,22.803812,542.606934
2024-03-25 00:15:00,90.3888092,22.803812,476.707245
2024-03-25 00:30:00,90.3888092,22.7412815,533.015564
2024-03-25 00:45:00,89.7355499,22.61619,438.563538
2024-03-25 01:00:00,89.3009033,22.5075111,508.442657
2024-03-25 01:15:00,88.9587936,22.4911137,518.675354
2024-03-25 01:30:00,85.6360931,22.4285679,511.837708
2024-03-25 01:45:00,85.9683151,22.4285679,423.925629
2024-03-25 02:00:00,89.2926865,22.3660374,508.907318
2024-03-25 02:15:00,83.6007233,22.3660374,422.948822
2024-03-25 02:30:00,90.3888092,22.3034916,420.018433
2024-03-25 02:45:00,85.605278,22.3034916,471.788879
2024-03-25 03:00:00,90.3888092,22.3034916,409.761993
2024-03-25 03:15:00,88.9189835,22.2409611,456.648438
2024-03-25 03:30:00,84.6729889,22.2409611,411.715607
2024-03-25 03:45:00,90.3888092,22.2409611,428.534668
2024-03-25 04:00:00,89.7212601,22.1784153,403.771484
2024-03-25 04:15:00,82.7790604,22.1158695,401.015839
2024-03-25 04:30:00,86.9825745,22.1158695,402.531067
2024-03-25 04:45:00,86.0706635,22.1074772,426.856049
2024-03-25 05:00:00,84.8021545,22.1158695,399.101105
2024-03-25 05:15:00,84.1856155,22.0402203,416.610962
2024-03-25 05:30:00,82.7790604,21.9282475,410.6362
2024-03-25 05:45:00,83.3399506,21.7406406,410.7388
2024-03-25 06:00:00,84.5276108,21.3653965,407.808411
2024-03-25 06:15:00,84.745575,21.302866,407.808411
2024-03-25 06:30:00,83.4133987,21.2403202,400.970795
2024-03-25 06:45:00,84.1433716,21.302866,402.924377
2024-03-25 07:00:00,82.7790604,21.302866,402.924377
2024-03-25 07:15:00,695.848145,21.3653965,409.761993
2024-03-25 07:30:00,760.731384,20.9276218,394.94165
2024-03-25 07:45:00,769.376282,20.3022251,416.599609
2024-03-25 08:00:00,771.085144,20.3647556,433.898468
2024-03-25 08:15:00,747.032043,20.9276218,427.841675
2024-03-25 08:30:00,758.035217,21.5530186,436.624054
2024-03-25 08:45:00,763.858582,21.8657169,435.655487
2024-03-25 09:00:00,760.807129,22.1158695,441.047119
2024-03-25 09:15:00,668.533142,22.3034916,462.997681
2024-03-25 09:30:00,197.028534,22.5536594,486.92926
2024-03-25 09:45:00,164.560181,22.6787205,483.998871
2024-03-25 10:00:00,160.719833,22.61619,483.022064
2024-03-25 10:15:00,160.328995,22.3660374,477.649689
2024-03-25 10:30:00,306.513702,22.61619,476.672882
2024-03-25 10:45:00,82.7790604,22.803812,490.836487
2024-03-25 11:00:00,82.7790604,22.7412815,499.627686
2024-03-25 11:15:00,194.130539,22.6787205,487.906067
2024-03-25 11:30:00,156.564911,22.8663425,496.507111
2024-03-25 11:45:00,162.506653,22.8663425,477.649689
2024-03-25 12:00:00,157.55835,22.7412815,457.151886
2024-03-25 12:15:00,147.50705,22.6787205,489.664307
2024-03-25 12:30:00,434.973755,22.61619,608.952454
2024-03-25 12:45:00,433.56662,22.2409611,547.97937
2024-03-25 13:00:00,469.024261,21.9907932,539.781128
2024-03-25 13:15:00,444.67218,21.8657169,559.709839
2024-03-25 13:30:00,450.856903,21.9282475,514.768127
2024-03-25 13:45:00,454.789673,21.9907932,537.722961
2024-03-25 14:00:00,455.082825,21.9282475,492.79007
2024-03-25 14:15:00,408.795013,21.8031712,505.000122
2024-03-25 14:30:00,219.255737,21.6780949,489.85968
2024-03-25 14:45:00,157.968674,21.7406406,537.722961
2024-03-25 15:00:00,154.24025,21.8657169,520.838745
2024-03-25 15:15:00,150.301132,21.9282475,532.838928
2024-03-25 15:30:00,150.117416,21.8031712,483.022064
2024-03-25 15:45:00,158.541412,21.5530186,453.264801
2024-03-25 16:00:00,159.734818,21.4904881,425.837006
2024-03-25 16:15:00,173.990936,21.6155491,412.797302
2024-03-25 16:30:00,247.229965,22.053339,420.018433
2024-03-25 16:45:00,149.584869,22.4285679,420.102356
2024-03-25 17:00:00,148.896347,22.4285679,410.752045
2024-03-25 17:15:00,158.708801,22.053339,395.598389
2024-03-25 17:30:00,147.422104,21.9282475,408.773193
2024-03-25 17:45:00,158.328812,21.9907932,399.017181
2024-03-25 18:00:00,151.752716,21.8657169,405.854797
2024-03-25 18:15:00,82.7790604,22.4285679,432.716858
2024-03-25 18:30:00,82.7790604,22.4911137,441.019623
2024-03-25 18:45:00,82.7790604,22.5536594,435.647247
2024-03-25 19:00:00,88.6637573,22.5536594,437.644867
2024-03-25 19:15:00,89.9746628,22.4285679,426.903503
2024-03-25 19:30:00,84.3340683,22.3660374,457.625244
2024-03-25 19:45:00,83.4285583,22.4285679,468.85849
2024-03-25 20:00:00,90.3888092,22.3660374,462.079895
2024-03-25 20:15:00,88.7125244,22.4285679,469.921173
2024-03-25 20:30:00,87.7300873,22.4285679,499.618591
2024-03-25 20:45:00,90.0557404,22.4911137,487.286682
2024-03-25 21:00:00,90.3888092,22.4911137,498.650879
2024-03-25 21:15:00,90.3888092,22.4285679,512.792969
2024-03-25 21:30:00,90.3888092,22.4285679,540.653381
2024-03-25 21:45:00,90.3888092,22.3496399,523.559387
2024-03-25 22:00:00,90.3888092,22.2409611,521.605774
2024-03-25 22:15:00,88.4095764,22.3660374,465.517822
2024-03-25 22:30:00,90.3888092,22.4285679,525.024536
2024-03-25 22:45:00,90.1929321,22.4911137,403.901184
2024-03-25 23:00:00,90.0148163,22.4911137,409.761993
2024-03-25 23:15:00,90.3888092,22.4911137,409.761993
2024-03-25 23:30:00,87.89254,22.4911137,433.693634
2024-03-25 23:45:00,86.5274506,22.4911137,464.951263
2024-03-26 00:00:00,88.9315796,22.4911137,421.748566
2024-03-26 00:15:00,90.3888092,22.4911137,414.589691
2024-03-26 00:30:00,90.3888092,22.4285679,406.831604
2024-03-26 00:45:00,88.9189835,22.3660374,401.006836
2024-03-26 01:00:00,88.4076996,22.3034916,410.7388
2024-03-26 01:15:00,87.5130539,22.3034916,404.869141
2024-03-26 01:30:00,88.1162186,22.2409611,405.854797
2024-03-26 01:45:00,88.1748734,22.2409611,405.854797
2024-03-26 02:00:00,89.5333557,22.1784153,404.877991
2024-03-26 02:15:00,88.8185654,22.1784153,402.078705
2024-03-26 02:30:00,83.4026718,22.1158695,399.017181
2024-03-26 02:45:00,88.4212494,22.1158695,396.489288
2024-03-26 03:00:00,90.3888092,22.053339,399.713806
2024-03-26 03:15:00,86.5914841,22.053339,395.598389
2024-03-26 03:30:00,90.3888092,21.9907932,388.111755
2024-03-26 03:45:00,89.8239059,21.9907932,398.977966
2024-03-26 04:00:00,82.7790604,21.9907932,392.667969
2024-03-26 04:15:00,83.169899,21.9282475,410.7388
2024-03-26 04:30:00,83.0914612,21.9282475,396.575195
2024-03-26 04:45:00,84.4034271,21.9282475,396.575195
2024-03-26 05:00:00,85.5134277,21.8657169,403.901184
2024-03-26 05:15:00,83.778511,21.8657169,399.017181
2024-03-26 05:30:00,85.2119064,21.8031712,400.970795
2024-03-26 05:45:00,83.4343338,21.5530186,394.664551
2024-03-26 06:00:00,84.7367477,21.427927,409.332214
2024-03-26 06:15:00,83.5712204,21.427927,399.028473
2024-03-26 06:30:00,85.1456985,21.302866,423.932098
2024-03-26 06:45:00,83.484169,21.2403202,427.832825
2024-03-26 07:00:00,83.4133987,21.302866,422.57962
2024-03-26 07:15:00,698.631165,21.1777744,437.600861
2024-03-26 07:30:00,758.186035,20.8025455,425.879242
2024-03-26 07:45:00,749.806091,20.3022251,420.995239
2024-03-26 08:00:00,769.563843,20.2396946,441.019623
2024-03-26 08:15:00,761.940491,20.7030735,424.902435
2024-03-26 08:30:00,776.214417,21.302866,415.622803
2024-03-26 08:45:00,760.005981,21.6155491,422.948822
2024-03-26 09:00:00,760.903381,21.8031712,431.740051
2024-03-26 09:15:00,760.341125,21.9907932,436.571259
2024-03-26 09:30:00,759.268616,22.1784153,436.056976
2024-03-26 09:45:00,668.208252,22.2409611,420.970032
2024-03-26 10:00:00,525.12854,22.3034916,428.481842
2024-03-26 10:15:00,316.803711,22.3034916,436.624054
2024-03-26 10:30:00,154.846848,22.3034916,438.563538
2024-03-26 10:45:00,151.944412,22.1784153,447.857239
2024-03-26 11:00:00,155.529205,22.2409611,432.716858
2024-03-26 11:15:00,164.954605,22.2409611,441.996429
2024-03-26 11:30:00,153.798141,22.2409611,414.645996
2024-03-26 11:45:00,154.963165,22.1784153,411.715607
2024-03-26 12:00:00,153.832321,22.1784153,427.832825
2024-03-26 12:15:00,158.980225,22.1784153,435.647247
2024-03-26 12:30:00,146.849564,22.1784153,452.051361
2024-03-26 12:45:00,154.479111,22.3034916,456.648438
2024-03-26 13:00:00,162.580734,22.4285679,491.813263
2024-03-26 13:15:00,166.916077,22.4285679,438.577637
2024-03-26 13:30:00,156.960449,22.3034916,482.511932
2024-03-26 13:45:00,162.957199,22.2409611,466.904877
2024-03-26 14:00:00,279.066772,22.3034916,499.627686
2024-03-26 14:15:00,320.279388,22.2409611,494.743683
2024-03-26 14:30:00,430.930786,22.2909851,506.944427
2024-03-26 14:45:00,494.153534,22.1784153,486.92926
2024-03-26 15:00:00,484.102936,22.053339,536.746155
2024-03-26 15:15:00,476.504669,22.1784153,468.85849
2024-03-26 15:30:00,485.038055,22.1784153,448.834045
2024-03-26 15:45:00,470.358948,22.053339,483.022064
2024-03-26 16:00:00,491.356018,22.1158695,409.39975
2024-03-26 16:15:00,487.219971,22.1784153,406.831604
2024-03-26 16:30:00,478.026489,22.1158695,401.99057
2024-03-26 16:45:00,470.690491,21.9282475,414.645996
2024-03-26 17:00:00,394.24646,21.7406406,413.737915
2024-03-26 17:15:00,160.300964,21.6286678,440.419464
2024-03-26 17:30:00,164.600052,21.7406406,442.973236
2024-03-26 17:45:00,152.835083,21.6155491,463.974487
2024-03-26 18:00:00,151.514771,21.6780949,454.694855
2024-03-26 18:15:00,82.7790604,22.3660374,471.788879
2024-03-26 18:30:00,82.7790604,22.5536594,475.696075
2024-03-26 18:45:00,82.7790604,22.61619,486.92926
2024-03-26 19:00:00,82.7790604,22.4285679,499.627686
2024-03-26 19:15:00,85.2593002,22.4285679,523.559387
2024-03-26 19:30:00,84.3434067,22.4285679,516.067078
2024-03-26 19:45:00,87.3552399,22.3660374,493.180786
2024-03-26 20:00:00,88.398941,22.3660374,555.723328
2024-03-26 20:15:00,89.8065262,22.4285679,536.411926
2024-03-26 20:30:00,88.5477066,22.4911137,509.862488
2024-03-26 20:45:00,88.896759,22.4911137,521.094666
2024-03-26 21:00:00,90.3888092,22.4911137,525.024536
2024-03-26 21:15:00,90.3888092,22.5536594,517.610535
2024-03-26 21:30:00,90.3888092,22.4911137,518.675354
2024-03-26 21:45:00,89.3654099,22.4911137,526.001343
2024-03-26 22:00:00,90.3888092,22.4285679,523.559387
2024-03-26 22:15:00,90.3888092,22.5536594,508.907318
2024-03-26 22:30:00,90.3888092,22.61619,530.885315
2024-03-26 22:45:00,90.3888092,22.61619,524.332947
2024-03-26 23:00:00,90.3888092,22.6703281,415.622803
2024-03-26 23:15:00,90.3888092,22.6787205,437.102722
2024-03-26 23:30:00,90.3888092,22.61619,522.582581
2024-03-26 23:45:00,90.3888092,22.6787205,547.97937
2024-03-27 00:00:00,85.4794617,22.6787205,553.84021
2024-03-27 00:15:00,90.3888092,22.6787205,433.583679
2024-03-27 00:30:00,88.6134644,22.61619,439.554443
2024-03-27 00:45:00,89.865387,22.5536594,414.688232
2024-03-27 01:00:00,88.8537598,22.4285679,434.670441
2024-03-27 01:15:00,88.5477066,22.4285679,403.915955
2024-03-27 01:30:00,88.7617493,22.3660374,403.901184
2024-03-27 01:45:00,90.3888092,22.3034916,413.669189
2024-03-27 02:00:00,90.0825577,22.3034916,487.906067
2024-03-27 02:15:00,88.5556488,22.2409611,402.924377
2024-03-27 02:30:00,89.5305862,22.2409611,396.575195
2024-03-27 02:45:00,90.0114975,22.1784153,425.715363
2024-03-27 03:00:00,90.0055923,22.1158695,449.810822
2024-03-27 03:15:00,88.8761292,22.1158695,391.773651
2024-03-27 03:30:00,87.1433029,22.053339,387.783966
2024-03-27 03:45:00,83.4389038,22.053339,443.000275
2024-03-27 04:00:00,84.4915237,22.053339,387.783966
2024-03-27 04:15:00,83.6651077,21.9282475,425.879242
2024-03-27 04:30:00,84.1891174,21.9907932,399.993988
2024-03-27 04:45:00,88.770813,21.9282475,397.551971
2024-03-27 05:00:00,84.3225403,21.9282475,401.947601
2024-03-27 05:15:00,83.5632782,21.8493195,404.877991
2024-03-27 05:30:00,84.9679871,21.8031712,399.017181
2024-03-27 05:45:00,84.9839706,21.4904881,395.841003
2024-03-27 06:00:00,86.9566116,21.302866,388.760773
2024-03-27 06:15:00,87.9132843,21.2403202,401.878876
2024-03-27 06:30:00,85.1251373,21.3653965,381.923157
2024-03-27 06:45:00,83.0587387,21.3653965,402.704407
2024-03-27 07:00:00,90.3888092,21.302866,408.949066
2024-03-27 07:15:00,702.473083,21.2903576,425.879242
2024-03-27 07:30:00,748.884949,20.8025455,456.648438
2024-03-27 07:45:00,742.987305,20.4273014,453.718048
2024-03-27 08:00:00,762.102478,20.4898472,411.715607
2024-03-27 08:15:00,751.224854,20.8025455,386.80719
2024-03-27 08:30:00,761.997314,21.427927,434.670441
2024-03-27 08:45:00,755.593445,21.7406406,416.599609
2024-03-27 09:00:00,769.153625,21.8657169,409.761993
2024-03-27 09:15:00,755.355713,21.9907932,431.78302
2024-03-27 09:30:00,741.901306,22.1158695,403.901184
2024-03-27 09:45:00,785.779114,22.1784153,401.947601
2024-03-27 10:00:00,747.513733,22.2204647,447.18396
2024-03-27 10:15:00,722.789246,22.3034916,422.994965
2024-03-27 10:30:00,559.861084,22.3034916,440.654449
2024-03-27 10:45:00,280.536743,22.3660374,457.625244
2024-03-27 11:00:00,163.579971,22.3660374,422.948822
2024-03-27 11:15:00,158.440552,22.3034916,444.926819
2024-03-27 11:30:00,150.92836,22.2409611,426.856049
2024-03-27 11:45:00,164.644806,22.1784153,467.881683
2024-03-27 12:00:00,162.983002,22.2409611,439.456757
2024-03-27 12:15:00,149.28949,22.1784153,488.882874
2024-03-27 12:30:00,151.423538,22.3034916,472.450867
2024-03-27 12:45:00,163.621979,22.2409611,460.555634
2024-03-27 13:00:00,157.407211,22.2909851,420.701569
2024-03-27 13:15:00,148.634796,22.2409611,484.975677
2024-03-27 13:30:00,160.985107,22.2409611,450.787628
2024-03-27 13:45:00,162.706985,21.9907932,468.85849
2024-03-27 14:00:00,160.850815,21.9282475,464.951263
2024-03-27 14:15:00,152.695663,21.9282475,505.000122
2024-03-27 14:30:00,159.025955,22.1158695,471.788879
2024-03-27 14:45:00,162.97345,22.053339,480.580078
2024-03-27 15:00:00,155.234909,22.1158695,426.332489
2024-03-27 15:15:00,151.058777,21.9907932,490.800446
2024-03-27 15:30:00,159.758514,21.9282475,486.608002
2024-03-27 15:45:00,153.379639,21.8031712,489.85968
2024-03-27 16:00:00,157.090958,21.6155491,451.626678
2024-03-27 16:15:00,168.508072,21.8657169,434.670441
2024-03-27 16:30:00,148.557419,21.8031712,457.493256
2024-03-27 16:45:00,155.714035,22.1158695,459.578857
2024-03-27 17:00:00,164.619751,21.8031712,434.670441
2024-03-27 17:15:00,154.457932,21.8031712,436.624054
2024-03-27 17:30:00,156.274551,21.9282475,389.737579
2024-03-27 17:45:00,158.338577,21.8031712,427.832825
2024-03-27 18:00:00,163.873795,21.9282475,390.714386
2024-03-27 18:15:00,82.7790604,22.2409611,414.645996
2024-03-27 18:30:00,82.7790604,22.3660374,464.727814
2024-03-27 18:45:00,82.7790604,22.3660374,477.649689
2024-03-27 19:00:00,82.7790604,22.3660374,464.951263
2024-03-27 19:15:00,82.7790604,22.3034916,469.835266
2024-03-27 19:30:00,82.7790604,22.1784153,466.904877
2024-03-27 19:45:00,82.7790604,22.1784153,473.742493
2024-03-27 20:00:00,82.7790604,22.1784153,506.224365
2024-03-27 20:15:00,82.7790604,22.3034916,540.906433
2024-03-27 20:30:00,82.7790604,22.3034916,522.573303
2024-03-27 20:45:00,82.7790604,22.3034916,526.978149
2024-03-27 21:00:00,82.7790604,22.3034916,521.559631
2024-03-27 21:15:00,82.7790604,22.2409611,548.956177
2024-03-27 21:30:00,82.7790604,22.1158695,526.001343
2024-03-27 21:45:00,82.7790604,22.2409611,564.585022
2024-03-27 22:00:00,82.7790604,22.1784153,540.653381
2024-03-27 22:15:00,82.7790604,22.2409611,565.561829
2024-03-27 22:30:00,82.7790604,22.1784153,553.84021
2024-03-27 22:45:00,82.7790604,22.1784153,573.864563
2024-03-27 23:00:00,82.7790604,22.1784153,575.344788
2024-03-27 23:15:00,82.7790604,22.3034916,418.268005
2024-03-27 23:30:00,84.2152328,22.2409611,449.740448
2024-03-27 23:45:00,82.7790604,22.3034916,453.684906
2024-03-28 00:00:00,82.7790604,22.3034916,415.691284
2024-03-28 00:15:00,84.0429306,22.3034916,407.20752
2024-03-28 00:30:00,83.0333786,22.2409611,441.009216
2024-03-28 00:45:00,82.7790604,22.1158695,400.970795
2024-03-28 01:00:00,82.7790604,22.053339,397.551971
2024-03-28 01:15:00,82.7790604,22.053339,394.621582
2024-03-28 01:30:00,82.7790604,21.9907932,396.575195
2024-03-28 01:45:00,82.7790604,21.9282475,393.644775
2024-03-28 02:00:00,82.7790604,21.8657169,405.267456
2024-03-28 02:15:00,82.7790604,21.8031712,388.13562
2024-03-28 02:30:00,82.7790604,21.8031712,385.953552
2024-03-28 02:45:00,82.7790604,21.7406406,384.533508
2024-03-28 03:00:00,82.7790604,21.7406406,393.627472
2024-03-28 03:15:00,82.7790604,21.6780949,385.830383
2024-03-28 03:30:00,82.7790604,21.6780949,397.539886
2024-03-28 03:45:00,82.7790604,21.6780949,396.575195
2024-03-28 04:00:00,82.7790604,21.6155491,439.573303
2024-03-28 04:15:00,82.7790604,21.6155491,380.946381
2024-03-28 04:30:00,82.7790604,21.6155491,378.015961
2024-03-28 04:45:00,82.7790604,21.5530186,383.87677
2024-03-28 05:00:00,82.7790604,21.4904881,416.599609
2024-03-28 05:15:00,82.7790604,21.4904881,380.477509
2024-03-28 05:30:00,82.7790604,21.427927,384.909882
2024-03-28 05:45:00,82.7790604,21.2403202,389.58017
2024-03-28 06:00:00,82.7790604,21.1152439,381.923157
2024-03-28 06:15:00,82.7790604,20.9276218,396.575195
2024-03-28 06:30:00,82.7790604,20.9901676,406.831604
2024-03-28 06:45:00,82.7790604,20.9901676,389.930023
2024-03-28 07:00:00,82.7790604,20.9901676,426.856049
2024-03-28 07:15:00,681.252136,21.1777744,432.716858
2024-03-28 07:30:00,771.322449,21.4904881,420.018433
2024-03-28 07:45:00,752.648926,21.6780949,439.554443
2024-03-28 08:00:00,758.39502,21.8657169,460.555634
2024-03-28 08:15:00,752.795349,21.8657169,445.903625
2024-03-28 08:30:00,754.525818,21.8977337,447.750244
2024-03-28 08:45:00,773.059448,21.9282475,436.132416
2024-03-28 09:00:00,762.977234,22.0408306,431.740051
2024-03-28 09:15:00,764.692505,22.1784153,409.761993
2024-03-28 09:30:00,756.531128,22.3034916,418.553192
2024-03-28 09:45:00,437.139069,22.3660374,435.963409
2024-03-28 10:00:00,148.531799,22.4285679,452.741241
2024-03-28 10:15:00,153.843063,22.4285679,421.074066
2024-03-28 10:30:00,147.670425,22.4911137,453.718048
2024-03-28 10:45:00,152.42337,22.4911137,417.702545
2024-03-28 11:00:00,158.715347,22.2409611,429.786438
2024-03-28 11:15:00,151.920517,22.1784153,462.997681
2024-03-28 11:30:00,164.792801,22.1784153,510.860931
2024-03-28 11:45:00,154.090942,22.2409611,526.978149
2024-03-28 12:00:00,160.030258,22.2409611,529.908569
2024-03-28 12:15:00,275.274017,22.3034916,573.202576
2024-03-28 12:30:00,269.905243,22.2409611,563.608215
2024-03-28 12:45:00,394.42215,22.3034916,593.52887
2024-03-28 13:00:00,401.13147,22.053339,626.582275
2024-03-28 13:15:00,383.852905,21.9907932,602.680237
2024-03-28 13:30:00,407.328583,21.8031712,532.745178
2024-03-28 13:45:00,247.814774,21.6780949,514.750061
2024-03-28 14:00:00,161.124786,21.8031712,526.001343
2024-03-28 14:15:00,164.257278,21.7406406,533.80249
2024-03-28 14:30:00,156.263138,21.8031712,501.581299
2024-03-28 14:45:00,164.26442,21.8031712,526.001343
2024-03-28 15:00:00,157.761078,21.8657169,517.698547
2024-03-28 15:15:00,148.335129,21.9907932,518.715271
2024-03-28 15:30:00,151.918472,21.9823971,510.860931
2024-03-28 15:45:00,164.649872,21.8657169,463.530426
2024-03-28 16:00:00,161.237076,21.7406406,425.879242
2024-03-28 16:15:00,152.734894,21.8657169,377.930054
2024-03-28 16:30:00,147.594223,21.8031712,430.058228
2024-03-28 16:45:00,159.678986,21.8657169,434.670441
2024-03-28 17:00:00,152.730164,21.953867,405.854797
2024-03-28 17:15:00,151.533295,21.9907932,423.96106
2024-03-28 17:30:00,155.790009,21.9907932,433.693634
2024-03-28 17:45:00,154.139679,21.9282475,426.856049
2024-03-28 18:00:00,156.773651,21.9782848,438.577637
2024-03-28 18:15:00,82.7790604,22.053339,476.672882
2024-03-28 18:30:00,82.7790604,22.1158695,445.903625
2024-03-28 18:45:00,82.7790604,22.1158695,457.796539
2024-03-28 19:00:00,82.7790604,22.1158695,408.785187
2024-03-28 19:15:00,82.7790604,22.053339,445.881622
2024-03-28 19:30:00,83.185585,21.9282475,479.152924
2024-03-28 19:45:00,82.7790604,21.7406406,452.741241
2024-03-28 20:00:00,82.7790604,21.6155491,433.693634
2024-03-28 20:15:00,82.7790604,21.6155491,479.603302
2024-03-28 20:30:00,82.7790604,21.7406406,480.580078
2024-03-28 20:45:00,82.7790604,21.6780949,479.603302
2024-03-28 21:00:00,83.27314,21.6780949,486.92926
2024-03-28 21:15:00,82.7790604,21.7406406,485.952484
