Timestamp,ITB_VAV_A42_W3327_01_CO2_TL,ITB_VAV_A42_W3327_01_RT_AV_TL,ITB_VAV_A42_W3327_01_FLW_AV_TL
2024-03-24 14:15:00,510.55542,21.8657169,719.188232
2024-03-24 14:30:00,506.96579,21.9282475,748.704346
2024-03-24 14:45:00,490.836487,21.9907932,730.742554
2024-03-24 15:00:00,490.726532,22.1158695,740.31427
2024-03-24 15:15:00,475.67392,22.4285679,757.28717
2024-03-24 15:30:00,476.672882,23.366663,758.355042
2024-03-24 15:45:00,445.773895,23.9295139,783.777588
2024-03-24 16:00:00,439.518402,24.1796818,753.953003
2024-03-24 16:15:00,427.832825,24.4923801,772.72113
2024-03-24 16:30:00,443.950043,22.7412815,776.706604
2024-03-24 16:45:00,444.992798,22.6787205,756.905273
2024-03-24 17:00:00,441.019623,22.3034916,758.406982
2024-03-24 17:15:00,462.997681,22.1158695,736.89502
2024-03-24 17:30:00,449.810822,22.1784153,736.519775
2024-03-24 17:45:00,454.694855,22.1158695,727.135132
2024-03-24 18:00:00,492.860443,22.1784153,732.807983
2024-03-24 18:15:00,501.581299,22.7412815,79.5634918
2024-03-24 18:30:00,528.931763,22.9288883,84.9205704
2024-03-24 18:45:00,511.751801,22.9288883,82.3807907
2024-03-24 19:00:00,480.580078,22.9288883,85.62323
2024-03-24 19:15:00,484.975677,22.8663425,85.2575836
2024-03-24 19:30:00,489.85968,22.803812,86.2417374
2024-03-24 19:45:00,509.894714,22.7412815,86.2417374
2024-03-24 20:00:00,506.953705,22.803812,86.2417374
2024-03-24 20:15:00,492.680145,22.803812,86.2417374
2024-03-24 20:30:00,511.787262,22.803812,86.2417374
2024-03-24 20:45:00,505.000122,22.8663425,85.4160614
2024-03-24 21:00:00,527.486023,22.9288883,86.2417374
2024-03-24 21:15:00,538.665955,22.9288883,86.2417374
2024-03-24 21:30:00,496.697266,22.8663425,86.2417374
2024-03-24 21:45:00,548.956177,22.803812,86.2417374
2024-03-24 22:00:00,537.695496,22.6787205,86.2417374
2024-03-24 22:15:00,533.815735,22.6787205,86.2417374
2024-03-24 22:30:00,542.606934,22.7412815,85.5419464
2024-03-24 22:45:00,537.857239,22.803812,88.4565887
2024-03-24 23:00:00,555.793762,22.803812,86.2417374
2024-03-24 23:15:00,547.002563,22.803812,86.2417374
2024-03-24 23:30:00,554.817017,22.8663425,86.2417374
2024-03-24 23:45:00,590.003967,22.8663425,86.2417374
2024-03-25 00:00:00,579.527283,22.8663425,86.2417374
2024-03-25 00:15:00,470.812073,22.8868389,86.2417374
2024-03-25 00:30:00,536.746155,22.8663425,86.2417374
2024-03-25 00:45:00,468.334076,22.803812,86.2417374
2024-03-25 01:00:00,536.746155,22.7412815,86.0360641
2024-03-25 01:15:00,568.980591,22.6787205,86.0476532
2024-03-25 01:30:00,559.47467,22.61619,86.2417374
2024-03-25 01:45:00,459.578857,22.61619,86.2417374
2024-03-25 02:00:00,558.724182,22.5536594,85.3971329
2024-03-25 02:15:00,454.071228,22.5536594,84.3825912
2024-03-25 02:30:00,465.973114,22.4911137,86.2417374
2024-03-25 02:45:00,520.628967,22.4449654,82.9084167
2024-03-25 03:00:00,446.880432,22.4911137,86.2417374
2024-03-25 03:15:00,505.976898,22.4285679,86.2417374
2024-03-25 03:30:00,441.019623,22.4285679,86.2417374
2024-03-25 03:45:00,466.904877,22.3660374,86.2417374
2024-03-25 04:00:00,444.272247,22.3034916,85.6359787
2024-03-25 04:15:00,441.996429,22.3034916,84.8202591
2024-03-25 04:30:00,451.764435,22.3034916,82.0336914
2024-03-25 04:45:00,462.892792,22.2409611,80.6589661
2024-03-25 05:00:00,427.872681,22.2409611,83.7773514
2024-03-25 05:15:00,460.555634,22.1784153,85.1498489
2024-03-25 05:30:00,457.71637,22.053339,86.2417374
2024-03-25 05:45:00,448.906128,21.9907932,82.7765045
2024-03-25 06:00:00,449.810822,21.7406406,86.2417374
2024-03-25 06:15:00,452.741241,21.6780949,84.6755905
2024-03-25 06:30:00,448.811523,21.6780949,84.9181976
2024-03-25 06:45:00,448.971771,21.6780949,85.2349243
2024-03-25 07:00:00,448.834045,21.6155491,81.3497696
2024-03-25 07:15:00,450.787628,21.6780949,675.477295
2024-03-25 07:30:00,439.342072,21.5530186,708.776306
2024-03-25 07:45:00,459.578857,20.9901676,678.400085
2024-03-25 08:00:00,462.020874,20.9276218,690.439575
2024-03-25 08:15:00,481.901794,21.1777744,685.535217
2024-03-25 08:30:00,483.973663,21.8031712,677.757568
2024-03-25 08:45:00,502.558075,22.1784153,697.704468
2024-03-25 09:00:00,516.721741,22.3660374,631.475525
2024-03-25 09:15:00,510.676147,22.4911137,150.026596
2024-03-25 09:30:00,534.792542,22.61619,151.458466
2024-03-25 09:45:00,516.805603,22.61619,165.803162
2024-03-25 10:00:00,513.804504,22.61619,160.001297
2024-03-25 10:15:00,559.700989,22.5536594,437.976807
2024-03-25 10:30:00,526.978149,22.803812,175.187561
2024-03-25 10:45:00,561.134216,23.0539646,86.2417374
2024-03-25 11:00:00,555.775024,22.9288883,86.2417374
2024-03-25 11:15:00,559.700989,22.8663425,82.7506409
2024-03-25 11:30:00,542.900574,22.9914341,152.326736
2024-03-25 11:45:00,531.882019,22.9914341,161.450378
2024-03-25 12:00:00,481.556885,22.8663425,160.642944
2024-03-25 12:15:00,529.74469,22.803812,178.253799
2024-03-25 12:30:00,593.813354,22.6787205,452.555634
2024-03-25 12:45:00,633.937866,22.3034916,598.131653
2024-03-25 13:00:00,521.312744,22.2409611,736.000183
2024-03-25 13:15:00,558.659363,22.1158695,722.487122
2024-03-25 13:30:00,533.468201,21.9907932,732.900635
2024-03-25 13:45:00,541.630127,22.053339,735.71167
2024-03-25 14:00:00,530.885315,21.9907932,742.656799
2024-03-25 14:15:00,530.629272,21.9282475,704.86853
2024-03-25 14:30:00,541.589539,21.8031712,742.26709
2024-03-25 14:45:00,575.818176,21.7406406,669.723999
2024-03-25 15:00:00,548.487305,21.7406406,581.378784
2024-03-25 15:15:00,523.662781,21.7406406,500.273132
2024-03-25 15:30:00,505.976898,21.8031712,465.847839
2024-03-25 15:45:00,487.906067,21.8031712,485.27005
2024-03-25 16:00:00,467.947662,21.8031712,430.079407
2024-03-25 16:15:00,463.974487,21.7406406,403.210052
2024-03-25 16:30:00,466.904877,22.1158695,377.331726
2024-03-25 16:45:00,478.196899,22.4285679,655.226013
2024-03-25 17:00:00,452.741241,22.053339,710.580688
2024-03-25 17:15:00,458.602051,21.8031712,711.746277
2024-03-25 17:30:00,464.951263,21.8657169,649.811157
2024-03-25 17:45:00,451.764435,21.9907932,643.658752
2024-03-25 18:00:00,459.578857,21.8657169,633.549927
2024-03-25 18:15:00,460.145905,22.4285679,86.2417374
2024-03-25 18:30:00,472.765686,22.5536594,86.2417374
2024-03-25 18:45:00,483.022064,22.5936794,86.2417374
2024-03-25 19:00:00,479.603302,22.61619,86.2417374
2024-03-25 19:15:00,473.742493,22.4911137,86.2417374
2024-03-25 19:30:00,490.836487,22.3660374,86.2417374
2024-03-25 19:45:00,464.951263,22.3660374,86.2417374
2024-03-25 20:00:00,530.541687,22.3660374,85.9678345
2024-03-25 20:15:00,531.407776,22.4285679,86.2417374
2024-03-25 20:30:00,536.746155,22.5536594,86.2417374
2024-03-25 20:45:00,517.569702,22.5536594,86.2417374
2024-03-25 21:00:00,553.566711,22.61619,86.2417374
2024-03-25 21:15:00,550.954712,22.61619,85.1329956
2024-03-25 21:30:00,557.747375,22.61619,86.2417374
2024-03-25 21:45:00,567.026978,22.4911137,86.4937973
2024-03-25 22:00:00,598.289246,22.3660374,86.2417374
2024-03-25 22:15:00,542.606934,22.4285679,86.2417374
2024-03-25 22:30:00,580.702209,22.4911137,86.2417374
2024-03-25 22:45:00,453.382416,22.4911137,86.2417374
2024-03-25 23:00:00,451.764435,22.5536594,86.2417374
2024-03-25 23:15:00,483.998871,22.5536594,86.2417374
2024-03-25 23:30:00,460.939728,22.5536594,86.2417374
2024-03-25 23:45:00,513.805786,22.61619,86.2417374
2024-03-26 00:00:00,463.974487,22.61619,86.2417374
2024-03-26 00:15:00,445.989594,22.6623287,86.2417374
2024-03-26 00:30:00,456.513306,22.5536594,86.2417374
2024-03-26 00:45:00,460.555634,22.537262,85.9084778
2024-03-26 01:00:00,448.834045,22.5536594,85.5966263
2024-03-26 01:15:00,456.538483,22.4285679,86.2417374
2024-03-26 01:30:00,449.810822,22.4285679,86.2417374
2024-03-26 01:45:00,431.740051,22.4285679,86.2417374
2024-03-26 02:00:00,434.670441,22.3660374,85.2733536
2024-03-26 02:15:00,441.019623,22.3660374,85.3828735
2024-03-26 02:30:00,433.693634,22.3034916,85.6620255
2024-03-26 02:45:00,427.570587,22.2409611,83.9502563
2024-03-26 03:00:00,427.854095,22.1784153,86.2417374
2024-03-26 03:15:00,430.763245,22.1784153,85.7812424
2024-03-26 03:30:00,432.764313,22.1784153,86.2417374
2024-03-26 03:45:00,433.70285,22.1784153,86.2417374
2024-03-26 04:00:00,431.740051,22.1158695,84.3589935
2024-03-26 04:15:00,468.187988,22.053339,85.48703
2024-03-26 04:30:00,448.906128,22.053339,85.213089
2024-03-26 04:45:00,439.554443,22.053339,85.4158325
2024-03-26 05:00:00,441.019623,22.053339,86.2417374
2024-03-26 05:15:00,429.786438,22.053339,85.7697906
2024-03-26 05:30:00,443.950043,21.9282475,86.0028915
2024-03-26 05:45:00,443.950043,21.8657169,86.2417374
2024-03-26 06:00:00,456.940582,21.8031712,83.6238632
2024-03-26 06:15:00,444.964172,21.8031712,83.7045517
2024-03-26 06:30:00,480.580078,21.6780949,83.3909073
2024-03-26 06:45:00,491.813263,21.6155491,80.7388382
2024-03-26 07:00:00,463.974487,21.6155491,85.7513046
2024-03-26 07:15:00,478.538544,21.4904881,667.98999
2024-03-26 07:30:00,463.974487,21.35289,690.815369
2024-03-26 07:45:00,470.812073,20.8650761,687.484924
2024-03-26 08:00:00,474.612823,20.8650761,686.723633
2024-03-26 08:15:00,470.812073,20.9901676,676.147156
2024-03-26 08:30:00,451.764435,21.4904881,678.576538
2024-03-26 08:45:00,450.787628,21.7406406,684.188049
2024-03-26 09:00:00,508.907318,21.9282475,673.726196
2024-03-26 09:15:00,496.697266,22.053339,701.819946
2024-03-26 09:30:00,485.520905,22.2409611,729.027161
2024-03-26 09:45:00,465.937286,22.3660374,526.772339
2024-03-26 10:00:00,485.952484,22.4911137,160.951447
2024-03-26 10:15:00,500.604492,22.4911137,154.672058
2024-03-26 10:30:00,489.85968,22.4285679,157.216965
2024-03-26 10:45:00,470.812073,22.3034916,157.209366
2024-03-26 11:00:00,488.4039,22.4285679,172.902969
2024-03-26 11:15:00,506.980133,22.3034916,358.366272
2024-03-26 11:30:00,507.930511,22.3034916,435.675079
2024-03-26 11:45:00,506.620209,22.1158695,477.826843
2024-03-26 12:00:00,531.873718,22.053339,476.413788
2024-03-26 12:15:00,563.608215,22.1158695,477.163696
2024-03-26 12:30:00,590.274841,22.1784153,479.670563
2024-03-26 12:45:00,543.538696,22.2409611,537.281311
2024-03-26 13:00:00,581.679016,22.3660374,630.973389
2024-03-26 13:15:00,523.559387,22.1784153,718.835571
2024-03-26 13:30:00,500.346741,22.1784153,713.905334
2024-03-26 13:45:00,484.975677,22.1784153,718.302856
2024-03-26 14:00:00,492.79007,22.1158695,714.997986
2024-03-26 14:15:00,561.654602,22.2409611,723.034363
2024-03-26 14:30:00,476.672882,22.2409611,734.472961
2024-03-26 14:45:00,475.740082,22.1158695,740.846008
2024-03-26 15:00:00,499.627686,22.2409611,732.368713
2024-03-26 15:15:00,490.836487,22.5536594,756.210754
2024-03-26 15:30:00,524.784668,23.1165104,763.991455
2024-03-26 15:45:00,454.694855,24.1796818,749.86438
2024-03-26 16:00:00,433.693634,24.3047581,761.143188
2024-03-26 16:15:00,430.251099,24.6174564,748.78894
2024-03-26 16:30:00,449.772064,23.1790409,742.862793
2024-03-26 16:45:00,458.602051,22.803812,762.021057
2024-03-26 17:00:00,452.545898,22.3660374,756.019653
2024-03-26 17:15:00,445.917725,22.1158695,733.511963
2024-03-26 17:30:00,462.997681,22.1158695,725.766846
2024-03-26 17:45:00,473.742493,21.9282475,754.403931
2024-03-26 18:00:00,466.904877,21.8657169,728.877625
2024-03-26 18:15:00,515.744934,22.5536594,86.0360641
2024-03-26 18:30:00,494.743683,22.7412815,85.829895
2024-03-26 18:45:00,479.603302,22.6787205,85.2185669
2024-03-26 19:00:00,483.998871,22.5536594,86.2417374
2024-03-26 19:15:00,509.884125,22.61619,86.2417374
2024-03-26 19:30:00,526.001343,22.61619,85.3249969
2024-03-26 19:45:00,530.863159,22.5536594,86.2417374
2024-03-26 20:00:00,514.929199,22.5536594,86.2417374
2024-03-26 20:15:00,530.877136,22.6787205,85.9256134
2024-03-26 20:30:00,499.627686,22.7412815,86.2417374
2024-03-26 20:45:00,488.168304,22.6787205,86.2417374
2024-03-26 21:00:00,502.558075,22.6787205,86.2417374
2024-03-26 21:15:00,572.887756,22.7412815,86.2417374
2024-03-26 21:30:00,533.479065,22.7412815,86.2417374
2024-03-26 21:45:00,543.58374,22.61619,86.2417374
2024-03-26 22:00:00,547.002563,22.61619,86.2417374
2024-03-26 22:15:00,520.628967,22.7412815,86.2417374
2024-03-26 22:30:00,526.813232,22.6787205,86.2417374
2024-03-26 22:45:00,535.769348,22.7412815,86.2417374
2024-03-26 23:00:00,452.741241,22.7412815,86.2417374
2024-03-26 23:15:00,468.348328,22.7412815,86.2417374
2024-03-26 23:30:00,569.957397,22.803812,86.2417374
2024-03-26 23:45:00,591.935425,22.803812,86.2417374
2024-03-27 00:00:00,597.081665,22.7412815,86.2417374
2024-03-27 00:15:00,456.658264,22.803812,86.2417374
2024-03-27 00:30:00,467.881683,22.803812,86.2417374
2024-03-27 00:45:00,450.787628,22.7412815,86.2417374
2024-03-27 01:00:00,491.798492,22.61619,86.2417374
2024-03-27 01:15:00,473.522858,22.5536594,85.9041748
2024-03-27 01:30:00,442.973236,22.5536594,86.2417374
2024-03-27 01:45:00,464.951263,22.4911137,84.2568665
2024-03-27 02:00:00,526.108765,22.4285679,86.2417374
2024-03-27 02:15:00,431.740051,22.4285679,86.2417374
2024-03-27 02:30:00,424.902435,22.3660374,86.2417374
2024-03-27 02:45:00,455.337402,22.3660374,86.2417374
2024-03-27 03:00:00,506.900665,22.3034916,86.2417374
2024-03-27 03:15:00,421.972046,22.3034916,86.2417374
2024-03-27 03:30:00,422.4487,22.2409611,84.8935623
2024-03-27 03:45:00,490.836487,22.1784153,85.5714874
2024-03-27 04:00:00,436.624054,22.1784153,86.2417374
2024-03-27 04:15:00,471.202789,22.1158695,85.4972229
2024-03-27 04:30:00,429.698486,22.1579189,86.2417374
2024-03-27 04:45:00,437.600861,22.1158695,83.7272797
2024-03-27 05:00:00,442.973236,22.1158695,82.0740356
2024-03-27 05:15:00,454.748566,21.9907932,85.7266159
2024-03-27 05:30:00,434.670441,21.9907932,85.7682877
2024-03-27 05:45:00,418.553192,21.8657169,84.7264938
2024-03-27 06:00:00,435.694702,21.7406406,86.0083618
2024-03-27 06:15:00,442.960327,21.6780949,81.6243591
2024-03-27 06:30:00,424.902435,21.7406406,80.8009415
2024-03-27 06:45:00,436.447449,21.7406406,85.4334488
2024-03-27 07:00:00,488.981964,21.6155491,86.2417374
2024-03-27 07:15:00,475.696075,21.6155491,670.083496
2024-03-27 07:30:00,445.903625,21.3653965,693.323364
2024-03-27 07:45:00,461.913879,20.8650761,682.307434
2024-03-27 08:00:00,439.554443,20.8650761,674.937927
2024-03-27 08:15:00,424.902435,21.1152439,672.543274
2024-03-27 08:30:00,456.648438,21.5530186,676.072632
2024-03-27 08:45:00,432.576172,21.8657169,669.890625
2024-03-27 09:00:00,431.7229,21.9907932,694.350708
2024-03-27 09:15:00,481.556885,22.1158695,693.198303
2024-03-27 09:30:00,437.508667,22.1784153,722.871948
2024-03-27 09:45:00,446.880432,22.345541,636.821777
2024-03-27 10:00:00,514.768127,22.3660374,309.280731
2024-03-27 10:15:00,463.974487,22.4911137,152.005798
2024-03-27 10:30:00,475.633026,22.4911137,158.567368
2024-03-27 10:45:00,502.558075,22.4911137,157.52211
2024-03-27 11:00:00,449.810822,22.4911137,253.158691
2024-03-27 11:15:00,481.722656,22.3791504,504.958038
2024-03-27 11:30:00,444.926819,22.2409611,575.264587
2024-03-27 11:45:00,542.606934,22.1158695,568.333801
2024-03-27 12:00:00,460.555634,22.1784153,578.295471
2024-03-27 12:15:00,567.026978,22.1158695,593.84613
2024-03-27 12:30:00,547.002563,22.2409611,582.567993
2024-03-27 12:45:00,495.534485,22.2409611,579.360779
2024-03-27 13:00:00,453.718048,22.1784153,575.381104
2024-03-27 13:15:00,518.675354,22.1158695,585.372498
2024-03-27 13:30:00,464.951263,22.053339,578.086914
2024-03-27 13:45:00,525.003784,22.0228176,568.868958
2024-03-27 14:00:00,494.743683,21.8031712,573.60321
2024-03-27 14:15:00,504.023315,21.8657169,583.640686
2024-03-27 14:30:00,495.973419,22.4911137,668.743774
2024-03-27 14:45:00,551.319458,21.9907932,619.38208
2024-03-27 15:00:00,444.926819,22.053339,640.113159
2024-03-27 15:15:00,568.856873,22.053339,632.174622
2024-03-27 15:30:00,515.297974,21.8657169,627.687439
2024-03-27 15:45:00,518.730103,21.8031712,610.811279
2024-03-27 16:00:00,525.024536,21.6780949,428.980896
2024-03-27 16:15:00,526.978149,22.0369415,453.641663
2024-03-27 16:30:00,501.003174,21.8031712,429.957825
2024-03-27 16:45:00,517.698547,22.61619,624.039612
2024-03-27 17:00:00,467.881683,21.9907932,604.705383
2024-03-27 17:15:00,481.852234,21.8657169,603.668457
2024-03-27 17:30:00,420.995239,21.9907932,608.768188
2024-03-27 17:45:00,467.881683,21.8657169,601.292236
2024-03-27 18:00:00,410.607697,21.9282475,617.227722
2024-03-27 18:15:00,448.834045,22.3034916,80.3985443
2024-03-27 18:30:00,529.908569,22.4285679,80.016304
2024-03-27 18:45:00,521.429138,22.4285679,79.5634918
2024-03-27 19:00:00,511.794464,22.4285679,81.6627808
2024-03-27 19:15:00,526.978149,22.3660374,79.5634918
2024-03-27 19:30:00,533.034302,22.3034916,79.5634918
2024-03-27 19:45:00,534.845337,22.2409611,79.5634918
2024-03-27 20:00:00,547.002563,22.3034916,79.5634918
2024-03-27 20:15:00,561.654602,22.3034916,80.9409866
2024-03-27 20:30:00,537.062317,22.3660374,80.9344101
2024-03-27 20:45:00,548.956177,22.3660374,83.5693741
2024-03-27 21:00:00,534.792542,22.3034916,82.4887466
2024-03-27 21:15:00,530.076416,22.3660374,82.3258209
2024-03-27 21:30:00,562.649353,22.3034916,82.5258636
2024-03-27 21:45:00,554.817017,22.3660374,79.5634918
2024-03-27 22:00:00,540.909424,22.3034916,81.7872238
2024-03-27 22:15:00,596.773438,22.3034916,81.7598953
2024-03-27 22:30:00,557.747375,22.3034916,80.4492493
2024-03-27 22:45:00,611.959839,22.3660374,79.5634918
2024-03-27 23:00:00,611.005615,22.4285679,82.2998352
2024-03-27 23:15:00,427.963928,22.3660374,80.9233246
2024-03-27 23:30:00,470.812073,22.3660374,82.8940048
2024-03-27 23:45:00,458.657043,22.4285679,79.5634918
2024-03-28 00:00:00,444.340393,22.4911137,81.2279892
2024-03-28 00:15:00,441.935608,22.4285679,79.5634918
2024-03-28 00:30:00,452.741241,22.3034916,79.5634918
2024-03-28 00:45:00,443.950043,22.2409611,79.5634918
2024-03-28 01:00:00,425.879242,22.1784153,81.287178
2024-03-28 01:15:00,430.763245,22.1784153,80.6691742
2024-03-28 01:30:00,427.246765,22.1158695,79.5634918
2024-03-28 01:45:00,424.836456,22.053339,81.9703903
2024-03-28 02:00:00,437.600861,21.9907932,79.5634918
2024-03-28 02:15:00,427.832825,21.9907932,79.5634918
2024-03-28 02:30:00,422.411926,21.9282475,79.5634918
2024-03-28 02:45:00,421.972046,21.9282475,82.4068909
2024-03-28 03:00:00,416.599609,21.8657169,79.5634918
2024-03-28 03:15:00,412.692413,21.8657169,80.9432373
2024-03-28 03:30:00,420.018433,21.8657169,82.0132675
2024-03-28 03:45:00,418.553192,21.8031712,79.5634918
2024-03-28 04:00:00,512.919434,21.7406406,79.5634918
2024-03-28 04:15:00,416.619446,21.6780949,79.5634918
2024-03-28 04:30:00,409.761993,21.6780949,79.5634918
2024-03-28 04:45:00,422.948822,21.6780949,79.5634918
2024-03-28 05:00:00,456.743011,21.6780949,79.5634918
2024-03-28 05:15:00,409.761993,21.6155491,79.5634918
2024-03-28 05:30:00,432.404266,21.5530186,79.5634918
2024-03-28 05:45:00,430.866821,21.427927,80.4051895
2024-03-28 06:00:00,416.599609,21.3653965,80.5317917
2024-03-28 06:15:00,447.857239,21.2403202,79.5634918
2024-03-28 06:30:00,428.211151,21.2403202,79.9189758
2024-03-28 06:45:00,445.903625,21.2403202,79.5634918
2024-03-28 07:00:00,469.835266,21.2403202,80.0347214
2024-03-28 07:15:00,502.454987,21.3653965,660.192688
2024-03-28 07:30:00,478.626495,21.6780949,695.95874
2024-03-28 07:45:00,470.812073,21.8031712,669.660034
2024-03-28 08:00:00,503.477936,21.9282475,679.068237
2024-03-28 08:15:00,501.598816,22.053339,675.144653
2024-03-28 08:30:00,498.650879,22.0902557,685.654053
2024-03-28 08:45:00,468.202972,22.1158695,707.502625
2024-03-28 09:00:00,479.603302,22.1784153,704.071472
2024-03-28 09:15:00,451.764435,22.3034916,750.768616
2024-03-28 09:30:00,439.611267,22.3660374,388.539093
2024-03-28 09:45:00,462.00473,22.4285679,149.832199
2024-03-28 10:00:00,492.79007,22.4285679,150.447784
2024-03-28 10:15:00,449.654541,22.4285679,157.027023
2024-03-28 10:30:00,489.85968,22.4285679,156.254837
2024-03-28 10:45:00,435.647247,22.4285679,326.802704
2024-03-28 11:00:00,454.694855,22.4911137,658.053894
2024-03-28 11:15:00,546.070801,22.1784153,679.551086
2024-03-28 11:30:00,573.484253,22.053339,679.320496
2024-03-28 11:45:00,576.794983,22.053339,681.236877
2024-03-28 12:00:00,589.005005,22.1158695,685.52002
2024-03-28 12:15:00,637.015503,22.1158695,703.546509
2024-03-28 12:30:00,699.935242,22.1784153,684.350647
2024-03-28 12:45:00,624.658203,22.2409611,686.785767
2024-03-28 13:00:00,679.456787,22.053339,674.795349
2024-03-28 13:15:00,582.728943,21.9282475,695.432434
2024-03-28 13:30:00,602.680237,21.9282475,691.94696
2024-03-28 13:45:00,617.820618,21.8657169,689.803955
2024-03-28 14:00:00,586.562988,21.8657169,666.261108
2024-03-28 14:15:00,576.794983,21.6780949,598.637085
2024-03-28 14:30:00,530.885315,21.8031712,548.828491
2024-03-28 14:45:00,536.746155,21.7406406,492.174469
2024-03-28 15:00:00,526.001343,21.8031712,407.82254
2024-03-28 15:15:00,514.768127,21.8657169,415.4776
2024-03-28 15:30:00,511.18219,21.8657169,410.514069
2024-03-28 15:45:00,490.824677,21.8031712,409.984436
2024-03-28 16:00:00,474.719269,21.7406406,314.835022
2024-03-28 16:15:00,413.975525,21.8657169,269.049988
2024-03-28 16:30:00,472.589844,21.8031712,272.462677
2024-03-28 16:45:00,504.023315,21.8031712,261.762207
2024-03-28 17:00:00,427.051392,21.8657169,267.416138
2024-03-28 17:15:00,474.719269,21.8657169,255.826309
2024-03-28 17:30:00,474.719269,21.9282475,259.934937
2024-03-28 17:45:00,453.718048,21.9907932,257.968842
2024-03-28 18:00:00,476.590424,21.8657169,259.155304
2024-03-28 18:15:00,477.649689,22.0164127,79.5634918
2024-03-28 18:30:00,478.626495,22.053339,80.0075989
2024-03-28 18:45:00,474.719269,22.1158695,79.8524628
2024-03-28 19:00:00,431.728241,22.1158695,79.5634918
2024-03-28 19:15:00,484.975677,22.053339,82.253273
2024-03-28 19:30:00,495.72049,21.8657169,83.6521759
2024-03-28 19:45:00,519.652161,21.8031712,83.4190216
2024-03-28 20:00:00,475.628937,21.7406406,79.5634918
2024-03-28 20:15:00,523.568481,21.6780949,81.9196167
2024-03-28 20:30:00,527.954956,21.8031712,79.5634918
2024-03-28 20:45:00,508.746155,21.8657169,82.5845947
2024-03-28 21:00:00,543.595337,21.8031712,79.5634918
2024-03-28 21:15:00,567.026978,21.8657169,79.9421082
