Timestamp,VAV1902_RT_TL,ITBQ10_GRID_FK_B3_RT_POLL_TL,ITBQ10_GRID_FH_B3_RT_POLL_TL
2024-03-24 05:47:00,21.8019047,,
2024-03-24 05:50:00,,21.944561,20.614872
2024-03-24 05:52:00,21.8275852,,
2024-03-24 05:55:00,,21.9595146,20.6230164
2024-03-24 05:57:00,21.7865219,,
2024-03-24 06:00:00,,21.9595146,20.5749474
2024-03-24 06:02:00,21.8105564,,
2024-03-24 06:05:00,,21.9595146,20.5989819
2024-03-24 06:07:00,21.7865219,,
2024-03-24 06:10:00,,21.9595146,20.6710892
2024-03-24 06:12:00,21.8153629,,
2024-03-24 06:15:00,,21.9595146,20.6662827
2024-03-24 06:17:00,21.8538208,,
2024-03-24 06:20:00,,21.9595146,20.6710892
2024-03-24 06:22:00,21.8778572,,
2024-03-24 06:25:00,,21.9595146,20.6710892
2024-03-24 06:27:00,21.8826637,,
2024-03-24 06:30:00,,21.9595146,20.6710892
2024-03-24 06:32:00,21.8826637,,
2024-03-24 06:35:00,,21.9835491,20.7143517
2024-03-24 06:37:00,21.8826637,,
2024-03-24 06:40:00,,21.9835491,20.767231
2024-03-24 06:42:00,21.8874702,,
2024-03-24 06:45:00,,21.9883556,20.767231
2024-03-24 06:47:00,21.8951607,,
2024-03-24 06:50:00,,22.0268135,20.767231
2024-03-24 06:52:00,21.9499626,,
2024-03-24 06:55:00,,21.9835491,20.767231
2024-03-24 06:57:00,21.9307327,,
2024-03-24 07:00:00,,21.9595146,20.7143517
2024-03-24 07:02:00,21.9066982,,
2024-03-24 07:05:00,,21.9595146,20.6710892
2024-03-24 07:07:00,21.9307327,,
2024-03-24 07:10:00,,21.9845104,20.7624245
2024-03-24 07:12:00,21.9595776,,
2024-03-24 07:15:00,,22.0091629,20.767231
2024-03-24 07:17:00,21.9788055,,
2024-03-24 07:20:00,,21.9883556,20.7912655
2024-03-24 07:22:00,21.973999,,
2024-03-24 07:25:00,,22.0027771,20.767231
2024-03-24 07:27:00,21.9788055,,
2024-03-24 07:30:00,,22.0402737,20.767231
2024-03-24 07:32:00,21.9788055,,
2024-03-24 07:35:00,,22.0448875,20.8633728
2024-03-24 07:37:00,21.9788055,,
2024-03-24 07:40:00,,22.0556564,20.8633728
2024-03-24 07:42:00,22.0076466,,
2024-03-24 07:45:00,,22.0556564,20.8633728
2024-03-24 07:47:00,21.9980335,,
2024-03-24 07:50:00,,22.0556564,20.8633728
2024-03-24 07:52:00,22.0303535,,
2024-03-24 07:55:00,,22.0556564,20.8633728
2024-03-24 07:57:00,22.0472584,,
2024-03-24 08:00:00,,22.0556564,20.8633728
2024-03-24 08:02:00,22.0749474,,
2024-03-24 08:05:00,,22.0556564,20.8633728
2024-03-24 08:07:00,22.0749474,,
2024-03-24 08:10:00,,22.0896893,20.8720245
2024-03-24 08:12:00,22.0749474,,
2024-03-24 08:15:00,,22.0833702,20.9354801
2024-03-24 08:17:00,22.0749474,,
2024-03-24 08:20:00,,22.1517982,20.8983288
2024-03-24 08:22:00,22.0749474,,
2024-03-24 08:25:00,,22.1517982,20.9595146
2024-03-24 08:27:00,22.1372089,,
2024-03-24 08:30:00,,22.1517982,20.9595146
2024-03-24 08:32:00,22.1470547,,
2024-03-24 08:35:00,,22.1517982,20.9595146
2024-03-24 08:37:00,22.1518612,,
2024-03-24 08:40:00,,22.1517982,20.9595146
2024-03-24 08:42:00,22.1710892,,
2024-03-24 08:45:00,,22.1517982,20.9595146
2024-03-24 08:47:00,22.1710892,,
2024-03-24 08:50:00,,22.1517982,20.9595146
2024-03-24 08:52:00,22.1710892,,
2024-03-24 08:55:00,,22.1614113,21.0556564
2024-03-24 08:57:00,22.1710892,,
2024-03-24 09:00:00,,22.1806393,21.0556564
2024-03-24 09:02:00,22.222044,,
2024-03-24 09:05:00,,22.1998672,21.0556564
2024-03-24 09:07:00,22.2431965,,
2024-03-24 09:10:00,,22.2479401,21.0556564
2024-03-24 09:12:00,22.2547321,,
2024-03-24 09:15:00,,22.2431335,21.0556564
2024-03-24 09:17:00,22.267231,,
2024-03-24 09:20:00,,22.2479401,21.1325703
2024-03-24 09:22:00,22.267231,,
2024-03-24 09:25:00,,22.2479401,21.1517982
2024-03-24 09:27:00,22.267231,,
2024-03-24 09:30:00,,22.2479401,21.1046886
2024-03-24 09:32:00,22.267231,,
2024-03-24 09:35:00,,22.2479401,21.1517982
2024-03-24 09:37:00,22.267231,,
2024-03-24 09:40:00,,22.2960091,21.1517982
2024-03-24 09:42:00,22.267231,,
2024-03-24 09:45:00,,22.3440819,21.1517982
2024-03-24 09:47:00,22.267231,,
2024-03-24 09:50:00,,22.4354172,21.1517982
2024-03-24 09:52:00,22.267231,,
2024-03-24 09:55:00,,22.4402237,21.1517982
2024-03-24 09:57:00,22.267231,,
2024-03-24 10:00:00,,22.4279175,21.1517982
2024-03-24 10:02:00,22.267231,,
2024-03-24 10:05:00,,22.3802834,21.1517982
2024-03-24 10:07:00,22.3020725,,
2024-03-24 10:10:00,,22.361618,21.1517982
2024-03-24 10:12:00,22.3104935,,
2024-03-24 10:15:00,,22.3969593,21.1517982
2024-03-24 10:17:00,22.3294849,,
2024-03-24 10:20:00,,22.4171486,21.1517982
2024-03-24 10:22:00,22.3393383,,
2024-03-24 10:25:00,,22.4402237,21.1517982
2024-03-24 10:27:00,22.3510609,,
2024-03-24 10:30:00,,22.4402237,21.1517982
2024-03-24 10:32:00,22.3633728,,
2024-03-24 10:35:00,,22.4402237,21.1517982
2024-03-24 10:37:00,22.3633728,,
2024-03-24 10:40:00,,22.4402237,21.1517982
2024-03-24 10:42:00,22.3547211,,
2024-03-24 10:45:00,,22.4642582,21.2095318
2024-03-24 10:47:00,22.3633728,,
2024-03-24 10:50:00,,22.4754868,21.2479401
2024-03-24 10:52:00,22.3633728,,
2024-03-24 10:55:00,,22.4882927,21.2479401
2024-03-24 10:57:00,22.3633728,,
2024-03-24 11:00:00,,22.4979076,21.2479401
2024-03-24 11:02:00,22.396059,,
2024-03-24 11:05:00,,22.512331,21.2479401
2024-03-24 11:07:00,22.404974,,
2024-03-24 11:10:00,,22.5272865,21.2479401
2024-03-24 11:12:00,22.4227257,,
2024-03-24 11:15:00,,22.5363655,21.2479401
2024-03-24 11:17:00,22.4354801,,
2024-03-24 11:20:00,,22.5363655,21.2479401
2024-03-24 11:22:00,22.4402866,,
2024-03-24 11:25:00,,22.5363655,21.2479401
2024-03-24 11:27:00,22.4595146,,
2024-03-24 11:30:00,,22.541172,21.2899418
2024-03-24 11:32:00,22.4595146,,
2024-03-24 11:35:00,,22.5844345,21.3440819
2024-03-24 11:37:00,22.4595146,,
2024-03-24 11:40:00,,22.6325073,21.3440819
2024-03-24 11:42:00,22.4595146,,
2024-03-24 11:45:00,,22.6325073,21.3440819
2024-03-24 11:47:00,22.4595146,,
2024-03-24 11:50:00,,22.6325073,21.3440819
2024-03-24 11:52:00,22.4595146,,
2024-03-24 11:55:00,,22.6325073,21.3440819
2024-03-24 11:57:00,22.4883556,,
2024-03-24 12:00:00,,22.6373138,21.3440819
2024-03-24 12:02:00,22.5035477,,
2024-03-24 12:05:00,,22.6411591,21.3775921
2024-03-24 12:07:00,22.5162373,,
2024-03-24 12:10:00,,22.6613483,21.3681164
2024-03-24 12:12:00,22.5508499,,
2024-03-24 12:15:00,,22.7094212,21.4402237
2024-03-24 12:17:00,22.5556564,,
2024-03-24 12:20:00,,22.7286491,21.4402237
2024-03-24 12:22:00,22.5556564,,
2024-03-24 12:25:00,,22.7286491,21.4682961
2024-03-24 12:27:00,22.6277637,,
2024-03-24 12:30:00,,22.7286491,21.5250645
2024-03-24 12:32:00,22.6517982,,
2024-03-24 12:35:00,,22.7286491,21.5363655
2024-03-24 12:37:00,22.6517982,,
2024-03-24 12:40:00,,22.7526836,21.5363655
2024-03-24 12:42:00,22.7393246,,
2024-03-24 12:45:00,,22.7767181,21.5363655
2024-03-24 12:47:00,22.7479401,,
2024-03-24 12:50:00,,22.8199844,21.5363655
2024-03-24 12:52:00,22.7810555,,
2024-03-24 12:55:00,,22.824791,21.5363655
2024-03-24 12:57:00,22.8248539,,
2024-03-24 13:00:00,,22.824791,21.5363655
2024-03-24 13:02:00,22.8440819,,
2024-03-24 13:05:00,,22.824791,21.5363655
2024-03-24 13:07:00,22.8729229,,
2024-03-24 13:10:00,,22.824791,21.5604
2024-03-24 13:12:00,22.9209957,,
2024-03-24 13:15:00,,22.824791,21.6325073
2024-03-24 13:17:00,22.9402237,,
2024-03-24 13:20:00,,22.824791,21.6325073
2024-03-24 13:22:00,23.0363655,,
2024-03-24 13:25:00,,22.8680534,21.6325073
2024-03-24 13:27:00,23.0900135,,
2024-03-24 13:30:00,,22.8632469,21.6325073
2024-03-24 13:32:00,23.1325073,,
2024-03-24 13:35:00,,22.824791,21.6325073
2024-03-24 13:37:00,23.1757698,,
2024-03-24 13:40:00,,22.824791,21.5604
2024-03-24 13:42:00,23.2286491,,
2024-03-24 13:45:00,,22.8295975,21.5363655
2024-03-24 13:47:00,23.2286491,,
2024-03-24 13:50:00,,22.8401737,21.5363655
2024-03-24 13:52:00,23.2286491,,
2024-03-24 13:55:00,,22.824791,21.5363655
2024-03-24 13:57:00,23.2767181,,
2024-03-24 14:00:00,,22.9209328,21.5363655
2024-03-24 14:02:00,23.324791,,
2024-03-24 14:05:00,,22.8968983,21.5363655
2024-03-24 14:07:00,23.324791,,
2024-03-24 14:10:00,,22.912281,21.5363655
2024-03-24 14:12:00,23.4113178,,
2024-03-24 14:15:00,,22.9062805,21.5363655
2024-03-24 14:17:00,23.4209328,,
2024-03-24 14:20:00,,22.9209328,21.5652065
2024-03-24 14:22:00,23.5170746,,
2024-03-24 14:25:00,,22.9209328,21.6325073
2024-03-24 14:27:00,23.5122681,,
2024-03-24 14:30:00,,22.9209328,21.5978355
2024-03-24 14:32:00,23.6132164,,
2024-03-24 14:35:00,,22.9449673,21.6084728
2024-03-24 14:37:00,23.6132164,,
2024-03-24 14:40:00,,22.9641953,21.6325073
2024-03-24 14:42:00,23.6612854,,
2024-03-24 14:45:00,,22.9978466,21.6325073
2024-03-24 14:47:00,23.1776943,,
2024-03-24 14:50:00,,22.7286491,21.3440819
2024-03-24 14:52:00,23.0209827,,
2024-03-24 14:55:00,,22.5363655,21.0556564
2024-03-24 14:57:00,22.9690647,,
2024-03-24 15:00:00,,22.5363655,20.9595146
2024-03-24 15:02:00,22.8838673,,
2024-03-24 15:05:00,,22.5363655,20.9595146
2024-03-24 15:07:00,23.0363655,,
2024-03-24 15:10:00,,22.5604,20.9595146
2024-03-24 15:12:00,23.0075226,,
2024-03-24 15:15:00,,22.5363655,21.0316219
2024-03-24 15:17:00,23.1325073,,
2024-03-24 15:20:00,,22.5363655,21.0556564
2024-03-24 15:22:00,23.1565418,,
2024-03-24 15:25:00,,22.4642582,21.032196
2024-03-24 15:27:00,23.1325073,,
2024-03-24 15:30:00,,22.5363655,20.9595146
2024-03-24 15:32:00,23.1325073,,
2024-03-24 15:35:00,,22.5363655,20.9595146
2024-03-24 15:37:00,23.2046146,,
2024-03-24 15:40:00,,22.5363655,20.8633728
2024-03-24 15:42:00,23.2046146,,
2024-03-24 15:45:00,,22.5246372,20.8633728
2024-03-24 15:47:00,23.3094082,,
2024-03-24 15:50:00,,22.512331,20.8633728
2024-03-24 15:52:00,23.3199844,,
2024-03-24 15:55:00,,22.5363655,20.9595146
2024-03-24 15:57:00,23.4209328,,
2024-03-24 16:00:00,,22.5722141,21.0458107
2024-03-24 16:02:00,23.4209328,,
2024-03-24 16:05:00,,22.6325073,21.0364285
2024-03-24 16:07:00,23.4708595,,
2024-03-24 16:10:00,,22.6084728,21.0556564
2024-03-24 16:12:00,23.5122681,,
2024-03-24 16:15:00,,22.6325073,21.1277637
2024-03-24 16:17:00,23.5257263,,
2024-03-24 16:20:00,,22.6757698,21.1517982
2024-03-24 16:22:00,23.5170746,,
2024-03-24 16:25:00,,22.7286491,21.1517982
2024-03-24 16:27:00,23.6132164,,
2024-03-24 16:30:00,,22.7286491,21.1469917
2024-03-24 16:32:00,23.6372509,,
2024-03-24 16:35:00,,22.7286491,21.060463
2024-03-24 16:37:00,23.6737843,,
2024-03-24 16:40:00,,22.7286491,21.0556564
2024-03-24 16:42:00,23.8055,,
2024-03-24 16:45:00,,22.7286491,21.0556564
2024-03-24 16:47:00,23.7141647,,
2024-03-24 16:50:00,,22.7526836,21.0670052
2024-03-24 16:52:00,23.7093582,,
2024-03-24 16:55:00,,22.7797871,21.1517982
2024-03-24 16:57:00,23.7564678,,
2024-03-24 17:00:00,,22.805563,21.1758327
2024-03-24 17:02:00,23.8055,,
2024-03-24 17:05:00,,22.7526836,21.1517982
2024-03-24 17:07:00,23.8103065,,
2024-03-24 17:10:00,,22.824791,21.1517982
2024-03-24 17:12:00,23.7257404,,
2024-03-24 17:15:00,,22.824791,21.0556564
2024-03-24 17:17:00,23.8055,,
2024-03-24 17:20:00,,22.824791,21.1317997
2024-03-24 17:22:00,23.9785557,,
2024-03-24 17:25:00,,22.824791,21.1989841
2024-03-24 17:27:00,23.9016418,,
2024-03-24 17:30:00,,22.824791,21.1517982
2024-03-24 17:32:00,23.9833622,,
2024-03-24 17:35:00,,22.824791,21.1517982
2024-03-24 17:37:00,23.9534607,,
2024-03-24 17:40:00,,22.8920898,21.1517982
2024-03-24 17:42:00,23.9016418,,
2024-03-24 17:45:00,,22.8911285,21.1517982
2024-03-24 17:47:00,23.9016418,,
2024-03-24 17:50:00,,22.824791,21.0556564
2024-03-24 17:52:00,23.9256763,,
2024-03-24 17:55:00,,22.824791,20.9595146
2024-03-24 17:57:00,23.8824139,,
2024-03-24 18:00:00,,22.824791,21.0556564
2024-03-24 18:02:00,23.9497108,,
2024-03-24 18:05:00,,22.824791,21.0556564
2024-03-24 18:07:00,23.9016418,,
2024-03-24 18:10:00,,22.8058376,21.0556564
2024-03-24 18:12:00,23.9977837,,
2024-03-24 18:15:00,,22.7807579,21.0556564
2024-03-24 18:17:00,23.9977837,,
2024-03-24 18:20:00,,22.8097992,21.1517982
2024-03-24 18:22:00,24.0218182,,
2024-03-24 18:25:00,,22.824791,21.1517982
2024-03-24 18:27:00,24.069891,,
2024-03-24 18:30:00,,22.8341732,21.0748844
2024-03-24 18:32:00,23.9016418,,
2024-03-24 18:35:00,,22.7997932,21.1421833
2024-03-24 18:37:00,23.8055,,
2024-03-24 18:40:00,,22.7574902,21.0556564
2024-03-24 18:42:00,23.7093582,,
2024-03-24 18:45:00,,22.7286491,20.9313602
2024-03-24 18:47:00,23.7093582,,
2024-03-24 18:50:00,,22.6805763,20.9595146
2024-03-24 18:52:00,23.7805939,,
2024-03-24 18:55:00,,22.7046146,20.9595146
2024-03-24 18:57:00,23.6324444,,
2024-03-24 19:00:00,,22.6325073,20.9595146
2024-03-24 19:02:00,23.5882187,,
2024-03-24 19:05:00,,22.6325073,20.8633728
2024-03-24 19:07:00,23.5555305,,
2024-03-24 19:10:00,,22.6325073,20.8393383
2024-03-24 19:12:00,23.5541916,,
2024-03-24 19:15:00,,22.5472126,20.8008804
2024-03-24 19:17:00,23.5170746,,
2024-03-24 19:20:00,,22.5363655,20.767231
2024-03-24 19:22:00,23.4209328,,
2024-03-24 19:25:00,,22.4548759,20.6710892
2024-03-24 19:27:00,23.3440189,,
2024-03-24 19:30:00,,22.4402237,20.5749474
2024-03-24 19:32:00,23.2286491,,
2024-03-24 19:35:00,,22.4402237,20.5749474
2024-03-24 19:37:00,23.2286491,,
2024-03-24 19:40:00,,22.3536949,20.4788055
2024-03-24 19:42:00,23.2046146,,
2024-03-24 19:45:00,,22.3633099,20.3826637
2024-03-24 19:47:00,23.0844345,,
2024-03-24 19:50:00,,22.3440819,20.3874702
2024-03-24 19:52:00,23.0463638,,
2024-03-24 19:55:00,,22.2479401,20.3826637
2024-03-24 19:57:00,23.1796169,,
2024-03-24 20:00:00,,22.2960091,20.2865219
2024-03-24 20:02:00,23.0548248,,
2024-03-24 20:05:00,,22.2479401,20.2624874
2024-03-24 20:07:00,23.0209827,,
2024-03-24 20:10:00,,22.2479401,20.1903801
2024-03-24 20:12:00,23.0109806,,
2024-03-24 20:15:00,,22.2239056,20.1182728
2024-03-24 20:17:00,22.7808208,,
2024-03-24 20:20:00,,22.1517982,20.0942383
2024-03-24 20:22:00,22.8286991,,
2024-03-24 20:25:00,,22.1806393,20.0702038
2024-03-24 20:27:00,22.9161892,,
2024-03-24 20:30:00,,22.1958313,20.2865219
2024-03-24 20:32:00,23.0363655,,
2024-03-24 20:35:00,,22.3440819,20.5749474
2024-03-24 20:37:00,23.2286491,,
2024-03-24 20:40:00,,22.4272995,20.767231
2024-03-24 20:42:00,23.324791,,
2024-03-24 20:45:00,,22.4738731,20.8633728
2024-03-24 20:47:00,23.324791,,
2024-03-24 20:50:00,,22.5186329,20.8751011
2024-03-24 20:52:00,23.3149452,,
2024-03-24 20:55:00,,22.5363655,20.9410553
2024-03-24 20:57:00,23.2017288,,
2024-03-24 21:00:00,,22.5363655,20.9595146
2024-03-24 21:02:00,23.0363655,,
2024-03-24 21:05:00,,22.5363655,20.8874073
2024-03-24 21:07:00,23.0585175,,
2024-03-24 21:10:00,,22.5363655,20.8633728
2024-03-24 21:12:00,23.1325073,,
2024-03-24 21:15:00,,22.5363655,20.9354801
2024-03-24 21:17:00,23.1325073,,
2024-03-24 21:20:00,,22.4795151,20.9354801
2024-03-24 21:22:00,23.1325073,,
2024-03-24 21:25:00,,22.5363655,20.9595146
2024-03-24 21:27:00,23.1011124,,
2024-03-24 21:30:00,,22.4988689,20.9595146
2024-03-24 21:32:00,23.0363655,,
2024-03-24 21:35:00,,22.5363655,20.9595146
2024-03-24 21:37:00,23.0363655,,
2024-03-24 21:40:00,,22.6206989,20.9835491
2024-03-24 21:42:00,23.0363655,,
2024-03-24 21:45:00,,22.6325073,21.0075836
2024-03-24 21:47:00,23.0363655,,
2024-03-24 21:50:00,,22.6648865,20.9681664
2024-03-24 21:52:00,23.1198235,,
2024-03-24 21:55:00,,22.824791,21.0556564
2024-03-24 21:57:00,23.0363655,,
2024-03-24 22:00:00,,22.9363155,21.0556564
2024-03-24 22:02:00,22.9402237,,
2024-03-24 22:05:00,,22.933239,20.9066353
2024-03-24 22:07:00,22.5748844,,
2024-03-24 22:10:00,,22.4402237,20.5749474
2024-03-24 22:12:00,22.248003,,
2024-03-24 22:15:00,,22.224865,20.2865219
2024-03-24 22:17:00,22.1804714,,
2024-03-24 22:20:00,,22.0169811,20.1903801
2024-03-24 22:22:00,22.0749474,,
2024-03-24 22:25:00,,21.9787426,19.9980965
2024-03-24 22:27:00,22.0201588,,
2024-03-24 22:30:00,,21.9595146,19.9019547
2024-03-24 22:32:00,21.9788055,,
2024-03-24 22:35:00,,21.9595146,19.9019547
2024-03-24 22:37:00,21.8826637,,
2024-03-24 22:40:00,,21.9547081,19.8010063
2024-03-24 22:42:00,21.7634773,,
2024-03-24 22:45:00,,21.8633728,19.8058128
2024-03-24 22:47:00,21.6903801,,
2024-03-24 22:50:00,,21.767231,19.709671
2024-03-24 22:52:00,21.6903801,,
2024-03-24 22:55:00,,21.7758827,19.709671
2024-03-24 22:57:00,21.7865219,,
2024-03-24 23:00:00,,21.8393383,19.709671
2024-03-24 23:02:00,21.8778572,,
2024-03-24 23:05:00,,21.8277531,19.8058128
2024-03-24 23:07:00,21.9788055,,
2024-03-24 23:10:00,,21.8633728,19.8058128
2024-03-24 23:12:00,22.0461044,,
2024-03-24 23:15:00,,21.8768272,19.9980965
2024-03-24 23:17:00,22.267231,,
2024-03-24 23:20:00,,22.0325813,20.2865219
2024-03-24 23:22:00,22.3633728,,
2024-03-24 23:25:00,,22.1277637,20.4499626
2024-03-24 23:27:00,22.4547081,,
2024-03-24 23:30:00,,22.1517982,20.491539
2024-03-24 23:32:00,22.4595146,,
2024-03-24 23:35:00,,22.2354412,20.5749474
2024-03-24 23:37:00,22.4595146,,
2024-03-24 23:40:00,,22.2479401,20.5749474
2024-03-24 23:42:00,22.4595146,,
2024-03-24 23:45:00,,22.2479401,20.5749474
2024-03-24 23:47:00,22.4595146,,
2024-03-24 23:50:00,,22.2479401,20.5749474
2024-03-24 23:52:00,22.4364395,,
2024-03-24 23:55:00,,22.2287121,20.632555
2024-03-24 23:57:00,22.4139385,,
2024-03-25 00:00:00,,22.2479401,20.6710892
2024-03-25 00:02:00,22.4162502,,
2024-03-25 00:05:00,,22.2479401,20.6710892
2024-03-25 00:07:00,22.4239407,,
2024-03-25 00:10:00,,22.2479401,20.6710892
2024-03-25 00:12:00,22.3922558,,
2024-03-25 00:15:00,,22.2479401,20.6710892
2024-03-25 00:17:00,22.3633728,,
2024-03-25 00:20:00,,22.2479401,20.6710892
2024-03-25 00:22:00,22.3633728,,
2024-03-25 00:25:00,,22.2479401,20.6878242
2024-03-25 00:27:00,22.3633728,,
2024-03-25 00:30:00,,22.2479401,20.7206783
2024-03-25 00:32:00,22.3633728,,
2024-03-25 00:35:00,,22.2479401,20.6941624
2024-03-25 00:37:00,22.3633728,,
2024-03-25 00:40:00,,22.2479401,20.6951237
